Season,Team,Team Name,Blocked Shots,Goals Against,Penalty Kill Percent,Penalties,Penalty Minutes,Penalty Kill Goals Allowed,Win,Faceoff Percent,Faceoff Wins,Faceoff Losses,Shots,Hits
2017-2018-regular,SJS,SJS,17,5,40.0,5,10,3,0,48.3,28,30,35,14
2017-2018-regular,SJS,SJS,14,4,100.0,6,12,0,0,50.7,35,34,25,29
2017-2018-regular,SJS,SJS,15,2,100.0,3,6,0,1,52.9,36,32,26,23
2017-2018-regular,SJS,SJS,20,3,100.0,4,8,0,0,65.4,34,18,41,16
2017-2018-regular,SJS,SJS,20,2,83.3,6,12,1,1,52.7,29,26,35,20
2017-2018-regular,SJS,SJS,10,0,100.0,5,10,0,1,63.3,38,22,33,30
2017-2018-regular,SJS,SJS,16,5,100.0,2,4,0,0,49.1,27,28,31,13
2017-2018-regular,SJS,SJS,11,1,100.0,6,12,0,1,45.5,25,30,24,18
2017-2018-regular,SJS,SJS,14,2,100.0,2,4,0,0,54.5,36,30,37,24
2017-2018-regular,SJS,SJS,17,2,80.0,5,10,1,1,48.4,30,32,31,15
2017-2018-regular,SJS,SJS,25,2,0.0,0,0,0,1,54.7,35,29,39,13
2017-2018-regular,SJS,SJS,26,1,100.0,8,27,0,1,46.2,24,28,23,25
2017-2018-regular,SJS,SJS,19,1,100.0,1,2,0,1,52.5,31,28,45,21
2017-2018-regular,SJS,SJS,11,5,75.0,4,8,1,0,66.0,35,18,33,25
2017-2018-regular,SJS,SJS,21,0,100.0,6,23,0,1,52.5,32,29,31,21
2017-2018-regular,SJS,SJS,22,1,75.0,4,8,1,1,48.3,29,31,33,14
2017-2018-regular,SJS,SJS,12,2,100.0,1,2,0,0,51.5,34,32,35,19
2017-2018-regular,SJS,SJS,12,3,100.0,3,6,0,0,50.0,36,36,37,23
2017-2018-regular,SJS,SJS,7,2,100.0,2,4,0,0,48.6,35,37,42,24
2017-2018-regular,SJS,SJS,16,1,100.0,3,6,0,1,43.1,25,33,26,18
2017-2018-regular,SJS,SJS,19,5,50.0,4,8,2,0,41.9,26,36,26,21
2017-2018-regular,SJS,SJS,21,0,100.0,3,6,0,1,61.7,37,23,34,15
2017-2018-regular,SJS,SJS,15,1,100.0,3,6,0,1,45.6,26,31,34,12
2017-2018-regular,SJS,SJS,17,1,100.0,2,4,0,1,49.1,26,27,32,17
2017-2018-regular,SJS,SJS,20,5,50.0,2,4,1,0,51.5,35,33,27,14
2017-2018-regular,SJS,SJS,12,4,66.7,12,41,2,0,41.4,24,34,25,18
2017-2018-regular,SJS,SJS,12,4,100.0,3,6,0,1,42.0,21,29,33,23
2017-2018-regular,SJS,SJS,17,0,100.0,7,17,0,1,50.9,28,27,50,21
2017-2018-regular,SJS,SJS,11,4,66.7,3,6,1,0,47.4,27,30,34,22
2017-2018-regular,SJS,SJS,14,2,100.0,3,6,0,1,52.5,32,29,29,7
2017-2018-regular,SJS,SJS,5,4,33.3,3,6,2,0,58.0,29,21,37,12
2017-2018-regular,SJS,SJS,15,5,100.0,3,6,0,0,52.9,36,32,21,9
2017-2018-regular,SJS,SJS,10,4,100.0,5,13,0,1,51.7,30,28,32,12
2017-2018-regular,SJS,SJS,21,0,100.0,6,12,0,1,54.5,30,25,31,22
2017-2018-regular,SJS,SJS,16,2,66.7,3,6,1,1,58.6,34,24,32,11
2017-2018-regular,SJS,SJS,12,6,66.7,4,8,1,0,44.2,23,29,26,16
2017-2018-regular,SJS,SJS,15,1,80.0,5,10,1,1,50.0,28,28,33,13
2017-2018-regular,SJS,SJS,13,2,75.0,4,13,1,0,51.5,35,33,35,30
2017-2018-regular,SJS,SJS,20,6,50.0,2,4,1,0,36.8,28,48,35,16
2017-2018-regular,SJS,SJS,15,4,66.7,4,11,1,0,46.9,30,34,32,12
2017-2018-regular,SJS,SJS,17,5,100.0,1,2,0,1,57.8,37,27,44,12
2017-2018-regular,SJS,SJS,15,1,100.0,2,4,0,1,44.9,22,27,33,17
2017-2018-regular,SJS,SJS,29,2,100.0,2,4,0,1,45.6,26,31,22,15
2017-2018-regular,SJS,SJS,12,5,75.0,4,8,1,0,57.4,39,29,48,5
2017-2018-regular,SJS,SJS,28,1,100.0,4,8,0,1,50.8,30,29,36,15
2017-2018-regular,SJS,SJS,18,2,66.7,3,6,1,1,45.9,28,33,26,14
2017-2018-regular,SJS,SJS,21,5,50.0,4,19,1,0,46.6,27,31,33,25
2017-2018-regular,SJS,SJS,13,6,66.7,4,16,1,0,50.0,29,29,28,9
2017-2018-regular,SJS,SJS,11,5,100.0,4,8,0,0,40.9,27,39,42,17
2017-2018-regular,SJS,SJS,13,1,100.0,3,6,0,0,53.2,33,29,31,19
2017-2018-regular,SJS,SJS,19,1,100.0,2,4,0,1,45.9,28,33,28,9
2017-2018-regular,SJS,SJS,15,1,100.0,2,7,0,1,52.0,26,24,26,17
2017-2018-regular,SJS,SJS,12,3,100.0,2,4,0,0,55.8,29,23,39,7
2017-2018-regular,SJS,SJS,14,5,80.0,5,10,1,0,54.8,40,33,38,10
2017-2018-regular,SJS,SJS,21,4,100.0,3,6,0,1,59.3,35,24,30,15
2017-2018-regular,SJS,SJS,18,2,100.0,3,9,0,1,57.7,41,30,39,13
2017-2018-regular,SJS,SJS,12,2,50.0,3,6,1,0,58.6,41,29,41,17
2017-2018-regular,SJS,SJS,13,1,100.0,1,2,0,1,42.6,23,31,30,16
2017-2018-regular,SJS,SJS,25,2,0.0,0,0,0,1,54.9,28,23,28,12
2017-2018-regular,SJS,SJS,19,2,66.7,3,6,1,1,50.9,29,28,23,13
2017-2018-regular,SJS,SJS,12,7,50.0,2,4,1,0,53.6,37,32,34,10
2017-2018-regular,SJS,SJS,23,3,100.0,2,4,0,0,60.8,48,31,43,15
2017-2018-regular,SJS,SJS,24,3,100.0,3,6,0,0,53.8,35,30,28,12
2017-2018-regular,SJS,SJS,20,2,100.0,3,6,0,1,51.7,31,29,37,20
2017-2018-regular,SJS,SJS,28,2,100.0,1,2,0,1,50.0,32,32,34,15
2017-2018-regular,SJS,SJS,17,4,100.0,2,4,0,0,59.7,37,25,35,29
2017-2018-regular,SJS,SJS,18,0,100.0,1,2,0,1,53.1,26,23,36,22
2017-2018-regular,SJS,SJS,20,2,0.0,0,0,0,0,37.7,20,33,24,24
2017-2018-regular,SJS,SJS,13,3,100.0,2,4,0,1,47.4,27,30,34,12
2017-2018-regular,SJS,SJS,14,3,100.0,1,2,0,1,51.5,34,32,40,17
2017-2018-regular,SJS,SJS,11,4,100.0,2,4,0,1,46.2,37,43,28,15
2017-2018-regular,SJS,SJS,23,3,25.0,4,8,3,1,50.0,36,36,30,17
2017-2018-regular,SJS,SJS,17,2,100.0,4,8,0,1,54.5,36,30,25,17
2017-2018-regular,SJS,SJS,13,1,100.0,2,4,0,1,50.0,29,29,44,16
2017-2018-regular,SJS,SJS,14,1,100.0,8,22,0,1,51.5,34,32,33,14
2017-2018-regular,SJS,SJS,20,3,100.0,2,4,0,1,55.4,31,25,38,25
2017-2018-regular,SJS,SJS,19,3,0.0,1,2,1,0,53.4,31,27,24,12
2017-2018-regular,SJS,SJS,10,5,100.0,5,10,0,0,56.3,40,31,41,12
2017-2018-regular,SJS,SJS,23,3,100.0,6,28,0,0,44.1,30,38,31,22
2017-2018-regular,SJS,SJS,21,4,100.0,1,2,0,0,53.6,30,26,31,15
2017-2018-regular,SJS,SJS,28,2,0.0,1,2,1,1,54.2,32,27,36,18
2017-2018-regular,SJS,SJS,23,6,100.0,1,2,0,0,51.9,28,26,30,16
2017-2018-regular,STL,STL,19,4,80.0,5,10,1,1,41.2,28,40,34,36
2017-2018-regular,STL,STL,15,2,75.0,5,10,1,1,53.0,35,31,21,39
2017-2018-regular,STL,STL,13,2,100.0,6,12,0,1,50.0,27,27,35,22
2017-2018-regular,STL,STL,20,1,75.0,4,8,1,1,44.8,26,32,23,24
2017-2018-regular,STL,STL,11,5,80.0,7,25,1,0,44.9,31,38,39,13
2017-2018-regular,STL,STL,26,2,50.0,2,4,1,0,41.4,24,34,29,20
2017-2018-regular,STL,STL,27,2,71.4,7,16,2,1,43.4,23,30,33,29
2017-2018-regular,STL,STL,8,3,50.0,2,4,1,1,51.9,28,26,28,10
2017-2018-regular,STL,STL,9,3,33.3,4,8,2,0,53.5,38,33,49,26
2017-2018-regular,STL,STL,17,2,100.0,2,4,0,1,50.9,27,26,29,24
2017-2018-regular,STL,STL,28,1,100.0,1,2,0,1,49.2,32,33,34,28
2017-2018-regular,STL,STL,11,1,100.0,2,4,0,1,43.5,27,35,42,16
2017-2018-regular,STL,STL,15,2,75.0,4,8,1,1,49.2,31,32,30,34
2017-2018-regular,STL,STL,4,2,100.0,3,6,0,0,49.0,25,26,33,30
2017-2018-regular,STL,STL,11,4,100.0,3,6,0,1,54.5,36,30,32,19
2017-2018-regular,STL,STL,7,1,100.0,4,8,0,1,50.0,34,34,40,29
2017-2018-regular,STL,STL,14,2,66.7,3,6,1,1,58.0,40,29,38,30
2017-2018-regular,STL,STL,15,5,100.0,3,6,0,0,51.5,34,32,37,24
2017-2018-regular,STL,STL,14,7,66.7,5,10,1,0,41.4,24,34,24,18
2017-2018-regular,STL,STL,13,1,66.7,6,15,1,1,47.3,26,29,39,24
2017-2018-regular,STL,STL,18,3,75.0,3,8,1,1,47.4,27,30,31,15
2017-2018-regular,STL,STL,8,3,100.0,2,7,0,1,52.5,31,28,40,11
2017-2018-regular,STL,STL,13,2,0.0,0,0,0,0,46.8,29,33,34,25
2017-2018-regular,STL,STL,11,3,33.3,4,11,2,1,46.0,29,34,40,15
2017-2018-regular,STL,STL,12,3,66.7,5,12,2,0,49.2,31,32,39,24
2017-2018-regular,STL,STL,9,4,100.0,4,8,0,0,56.9,33,25,40,26
2017-2018-regular,STL,STL,5,2,100.0,3,6,0,0,61.1,33,21,42,20
2017-2018-regular,STL,STL,14,3,100.0,3,6,0,1,47.9,23,25,30,31
2017-2018-regular,STL,STL,19,0,100.0,2,4,0,1,46.4,32,37,27,18
2017-2018-regular,STL,STL,13,1,100.0,3,6,0,1,50.0,28,28,22,24
2017-2018-regular,STL,STL,13,2,75.0,5,10,1,1,47.6,30,33,45,29
2017-2018-regular,STL,STL,24,3,100.0,4,8,0,0,62.7,32,19,32,24
2017-2018-regular,STL,STL,16,3,100.0,1,2,0,0,56.9,33,25,30,20
2017-2018-regular,STL,STL,12,0,100.0,5,10,0,1,50.8,32,31,30,16
2017-2018-regular,STL,STL,19,4,75.0,4,8,1,0,44.3,27,34,24,19
2017-2018-regular,STL,STL,20,2,100.0,6,12,0,0,49.3,33,34,22,6
2017-2018-regular,STL,STL,18,3,100.0,3,8,0,0,50.0,28,28,36,31
2017-2018-regular,STL,STL,20,1,100.0,2,4,0,1,55.9,38,30,34,17
2017-2018-regular,STL,STL,19,2,100.0,5,15,0,0,52.1,25,23,30,22
2017-2018-regular,STL,STL,27,4,75.0,6,20,1,0,48.8,39,41,37,17
2017-2018-regular,STL,STL,15,2,100.0,2,4,0,1,54.4,31,26,29,10
2017-2018-regular,STL,STL,13,2,50.0,2,4,1,1,52.2,36,33,29,19
2017-2018-regular,STL,STL,25,1,100.0,1,2,0,1,60.8,31,20,39,16
2017-2018-regular,STL,STL,20,6,75.0,4,8,1,0,39.7,25,38,31,21
2017-2018-regular,STL,STL,19,4,50.0,4,8,2,0,58.1,36,26,34,19
2017-2018-regular,STL,STL,14,7,100.0,5,13,0,0,36.4,24,42,30,13
2017-2018-regular,STL,STL,22,1,100.0,2,7,0,1,40.4,23,34,42,32
2017-2018-regular,STL,STL,13,1,100.0,4,11,0,1,42.9,21,28,37,26
2017-2018-regular,STL,STL,17,5,66.7,4,11,1,0,45.8,27,32,27,28
2017-2018-regular,STL,STL,14,0,100.0,3,8,0,1,59.3,32,22,41,20
2017-2018-regular,STL,STL,14,1,100.0,2,4,0,1,58.9,33,23,34,25
2017-2018-regular,STL,STL,20,1,50.0,2,7,1,1,58.6,34,24,31,24
2017-2018-regular,STL,STL,19,3,0.0,2,4,1,0,50.8,31,30,33,37
2017-2018-regular,STL,STL,16,0,100.0,4,8,0,1,45.6,31,37,33,17
2017-2018-regular,STL,STL,14,6,33.3,4,8,2,0,62.3,43,26,37,25
2017-2018-regular,STL,STL,18,1,100.0,6,15,0,1,63.5,40,23,31,19
2017-2018-regular,STL,STL,12,2,75.0,4,8,1,1,43.1,22,29,27,18
2017-2018-regular,STL,STL,8,4,100.0,2,4,0,0,55.9,38,30,34,26
2017-2018-regular,STL,STL,25,4,100.0,3,6,0,0,43.3,29,38,31,22
2017-2018-regular,STL,STL,13,2,75.0,5,13,1,0,46.2,24,28,29,20
2017-2018-regular,STL,STL,13,3,100.0,2,4,0,0,49.1,28,29,33,26
2017-2018-regular,STL,STL,16,4,80.0,6,12,1,0,67.2,39,19,34,24
2017-2018-regular,STL,STL,14,4,50.0,2,4,1,0,51.1,24,23,27,26
2017-2018-regular,STL,STL,9,8,66.7,5,12,2,0,52.0,26,24,25,20
2017-2018-regular,STL,STL,23,1,100.0,4,8,0,1,48.3,29,31,25,22
2017-2018-regular,STL,STL,13,3,100.0,5,21,0,0,47.8,33,36,37,23
2017-2018-regular,STL,STL,23,2,50.0,2,4,1,0,46.9,23,26,16,28
2017-2018-regular,STL,STL,13,2,66.7,4,8,1,1,38.3,23,37,43,13
2017-2018-regular,STL,STL,20,2,100.0,1,2,0,1,51.2,21,20,23,22
2017-2018-regular,STL,STL,13,4,100.0,1,2,0,0,52.3,23,21,45,29
2017-2018-regular,STL,STL,17,3,50.0,3,9,1,1,52.3,34,31,33,22
2017-2018-regular,STL,STL,16,4,0.0,1,2,1,1,49.3,34,35,41,43
2017-2018-regular,STL,STL,13,1,50.0,3,6,1,1,58.3,28,20,20,46
2017-2018-regular,STL,STL,12,1,100.0,3,6,0,1,55.2,32,26,25,12
2017-2018-regular,STL,STL,23,1,100.0,2,6,0,1,55.0,33,27,28,7
2017-2018-regular,STL,STL,13,2,50.0,2,4,1,1,46.6,27,31,32,26
2017-2018-regular,STL,STL,16,4,100.0,1,2,0,0,59.6,31,21,24,44
2017-2018-regular,STL,STL,10,6,50.0,4,11,1,0,52.1,37,34,34,26
2017-2018-regular,STL,STL,13,4,50.0,2,4,1,0,56.1,37,29,36,16
2017-2018-regular,STL,STL,16,4,50.0,2,4,1,0,66.7,42,21,34,23
2017-2018-regular,STL,STL,19,1,100.0,3,6,0,1,48.3,29,31,35,24
2017-2018-regular,STL,STL,15,5,66.7,4,8,1,0,43.6,34,44,34,29
2017-2018-regular,CBJ,CBJ,18,0,100.0,3,9,0,1,50.0,29,29,37,17
2017-2018-regular,CBJ,CBJ,13,5,50.0,4,11,1,0,51.7,30,28,33,27
2017-2018-regular,CBJ,CBJ,17,1,100.0,3,6,0,1,39.4,26,40,27,32
2017-2018-regular,CBJ,CBJ,13,1,100.0,5,10,0,1,53.2,33,29,43,11
2017-2018-regular,CBJ,CBJ,11,4,33.3,3,6,2,1,33.8,25,49,35,8
2017-2018-regular,CBJ,CBJ,17,2,100.0,1,2,0,1,35.1,20,37,39,16
2017-2018-regular,CBJ,CBJ,9,2,100.0,2,4,0,0,42.3,22,30,43,19
2017-2018-regular,CBJ,CBJ,15,6,100.0,2,4,0,0,41.8,28,39,36,25
2017-2018-regular,CBJ,CBJ,11,1,100.0,1,2,0,1,45.9,34,40,38,18
2017-2018-regular,CBJ,CBJ,9,1,100.0,7,14,0,1,44.4,28,35,37,22
2017-2018-regular,CBJ,CBJ,15,4,100.0,3,6,0,0,56.5,35,27,37,27
2017-2018-regular,CBJ,CBJ,19,3,50.0,5,18,2,1,55.7,34,27,32,26
2017-2018-regular,CBJ,CBJ,7,3,100.0,3,6,0,1,37.1,23,39,40,9
2017-2018-regular,CBJ,CBJ,19,4,66.7,3,6,1,0,51.7,31,29,34,22
2017-2018-regular,CBJ,CBJ,12,5,40.0,5,10,3,0,56.1,32,25,25,20
2017-2018-regular,CBJ,CBJ,17,3,100.0,4,8,0,0,44.3,27,34,36,22
2017-2018-regular,CBJ,CBJ,19,3,100.0,1,2,0,0,42.9,21,28,26,18
2017-2018-regular,CBJ,CBJ,13,1,0.0,0,0,0,1,47.7,21,23,32,16
2017-2018-regular,CBJ,CBJ,26,1,100.0,2,4,0,1,59.0,36,25,25,32
2017-2018-regular,CBJ,CBJ,15,0,100.0,3,6,0,1,58.9,33,23,42,24
2017-2018-regular,CBJ,CBJ,18,2,100.0,3,6,0,1,32.1,17,36,29,15
2017-2018-regular,CBJ,CBJ,17,0,100.0,1,2,0,1,45.7,21,25,41,16
2017-2018-regular,CBJ,CBJ,12,2,100.0,3,6,0,1,42.9,24,32,32,23
2017-2018-regular,CBJ,CBJ,15,3,66.7,3,6,1,0,41.8,23,32,38,50
2017-2018-regular,CBJ,CBJ,16,2,100.0,1,2,0,1,44.9,22,27,38,23
2017-2018-regular,CBJ,CBJ,13,2,100.0,4,10,0,1,52.4,33,30,31,18
2017-2018-regular,CBJ,CBJ,18,4,50.0,2,4,1,0,38.3,23,37,35,26
2017-2018-regular,CBJ,CBJ,14,4,100.0,1,2,0,0,52.4,33,30,42,25
2017-2018-regular,CBJ,CBJ,10,3,100.0,3,8,0,1,55.6,40,32,28,38
2017-2018-regular,CBJ,CBJ,12,0,100.0,4,8,0,1,57.1,32,24,34,14
2017-2018-regular,CBJ,CBJ,11,7,50.0,6,18,2,0,48.2,27,29,29,25
2017-2018-regular,CBJ,CBJ,22,4,75.0,4,8,1,1,47.0,31,35,35,21
2017-2018-regular,CBJ,CBJ,6,2,100.0,2,4,0,0,53.4,31,27,36,15
2017-2018-regular,CBJ,CBJ,19,7,50.0,7,17,2,0,54.8,40,33,18,23
2017-2018-regular,CBJ,CBJ,13,2,100.0,2,4,0,1,46.7,28,32,37,25
2017-2018-regular,CBJ,CBJ,14,2,50.0,10,37,2,0,56.8,42,32,32,29
2017-2018-regular,CBJ,CBJ,15,1,100.0,3,6,0,1,43.5,30,39,36,14
2017-2018-regular,CBJ,CBJ,17,4,50.0,4,8,2,0,40.3,29,43,33,36
2017-2018-regular,CBJ,CBJ,19,5,100.0,1,2,0,0,41.4,24,34,25,21
2017-2018-regular,CBJ,CBJ,17,5,80.0,5,10,1,0,56.7,34,26,21,17
2017-2018-regular,CBJ,CBJ,17,1,0.0,0,0,0,1,46.9,30,34,26,17
2017-2018-regular,CBJ,CBJ,14,2,66.7,4,8,1,0,57.6,38,28,34,12
2017-2018-regular,CBJ,CBJ,25,2,66.7,4,8,1,1,41.6,32,45,48,18
2017-2018-regular,CBJ,CBJ,15,2,50.0,2,4,1,1,49.1,28,29,33,27
2017-2018-regular,CBJ,CBJ,10,3,0.0,1,2,0,0,40.6,28,41,45,13
2017-2018-regular,CBJ,CBJ,18,5,33.3,3,6,2,0,39.3,24,37,29,21
2017-2018-regular,CBJ,CBJ,21,1,100.0,5,10,0,1,47.5,28,31,26,23
2017-2018-regular,CBJ,CBJ,16,6,33.3,4,8,2,0,57.4,39,29,32,30
2017-2018-regular,CBJ,CBJ,23,1,0.0,2,4,1,1,50.9,28,27,27,28
2017-2018-regular,CBJ,CBJ,10,2,50.0,2,4,1,0,47.5,29,32,30,18
2017-2018-regular,CBJ,CBJ,14,3,33.3,4,8,2,0,54.1,33,28,29,30
2017-2018-regular,CBJ,CBJ,16,4,50.0,3,6,1,0,50.0,37,37,49,24
2017-2018-regular,CBJ,CBJ,13,3,0.0,2,7,1,0,48.1,26,28,39,33
2017-2018-regular,CBJ,CBJ,13,4,75.0,4,8,1,0,54.2,32,27,37,25
2017-2018-regular,CBJ,CBJ,18,1,100.0,2,4,0,1,50.7,36,35,50,15
2017-2018-regular,CBJ,CBJ,18,1,66.7,4,8,1,1,37.3,25,42,51,14
2017-2018-regular,CBJ,CBJ,15,6,100.0,3,6,0,0,38.6,27,43,57,17
2017-2018-regular,CBJ,CBJ,17,2,100.0,2,4,0,0,61.5,32,20,36,17
2017-2018-regular,CBJ,CBJ,6,5,0.0,0,0,0,0,48.0,24,26,37,31
2017-2018-regular,CBJ,CBJ,11,1,100.0,2,4,0,1,57.4,27,20,19,18
2017-2018-regular,CBJ,CBJ,11,2,80.0,5,10,1,0,36.5,19,33,20,36
2017-2018-regular,CBJ,CBJ,17,2,100.0,3,6,0,1,53.7,29,25,29,16
2017-2018-regular,CBJ,CBJ,8,1,66.7,3,14,1,1,57.9,33,24,35,19
2017-2018-regular,CBJ,CBJ,15,5,50.0,2,4,1,0,45.1,23,28,32,12
2017-2018-regular,CBJ,CBJ,11,4,100.0,4,8,0,0,42.9,27,36,36,20
2017-2018-regular,CBJ,CBJ,11,2,100.0,4,8,0,1,40.3,25,37,28,23
2017-2018-regular,CBJ,CBJ,16,1,100.0,3,6,0,1,52.3,34,31,21,19
2017-2018-regular,CBJ,CBJ,13,4,66.7,3,6,1,1,60.4,32,21,44,13
2017-2018-regular,CBJ,CBJ,13,2,100.0,2,4,0,1,53.8,28,24,36,16
2017-2018-regular,CBJ,CBJ,20,2,100.0,2,4,0,1,54.7,35,29,25,21
2017-2018-regular,CBJ,CBJ,21,3,66.7,3,6,1,1,41.7,20,28,29,19
2017-2018-regular,CBJ,CBJ,16,1,100.0,1,2,0,1,50.0,22,22,35,17
2017-2018-regular,CBJ,CBJ,13,4,75.0,4,8,1,1,50.0,33,33,25,25
2017-2018-regular,CBJ,CBJ,24,3,50.0,4,8,2,1,55.4,31,25,31,19
2017-2018-regular,CBJ,CBJ,15,0,100.0,5,10,0,1,46.6,27,31,33,17
2017-2018-regular,CBJ,CBJ,11,2,100.0,3,6,0,0,45.0,27,33,34,17
2017-2018-regular,CBJ,CBJ,12,3,66.7,3,6,1,1,53.2,33,29,27,23
2017-2018-regular,CBJ,CBJ,16,1,100.0,2,4,0,1,55.4,31,25,28,8
2017-2018-regular,CBJ,CBJ,7,5,100.0,1,2,0,0,58.2,39,28,30,17
2017-2018-regular,CBJ,CBJ,13,4,33.3,3,6,2,1,54.2,39,33,41,23
2017-2018-regular,CBJ,CBJ,17,5,33.3,3,6,2,0,50.7,38,37,30,30
2017-2018-regular,CBJ,CBJ,15,4,60.0,7,22,2,0,34.5,19,36,31,19
2017-2018-regular,NSH,NSH,10,4,75.0,6,15,1,0,43.2,32,42,29,25
2017-2018-regular,NSH,NSH,8,4,100.0,12,46,0,0,58.5,38,27,26,33
2017-2018-regular,NSH,NSH,13,5,60.0,7,14,2,1,61.1,44,28,31,16
2017-2018-regular,NSH,NSH,14,1,0.0,2,7,1,1,51.6,33,31,31,16
2017-2018-regular,NSH,NSH,22,2,100.0,8,16,0,0,41.8,28,39,38,21
2017-2018-regular,NSH,NSH,11,1,85.7,6,12,1,1,64.8,35,19,34,23
2017-2018-regular,NSH,NSH,17,0,100.0,5,10,0,1,45.8,22,26,24,22
2017-2018-regular,NSH,NSH,16,4,80.0,6,12,1,0,47.9,23,25,25,19
2017-2018-regular,NSH,NSH,20,2,100.0,4,8,0,0,54.7,41,34,30,22
2017-2018-regular,NSH,NSH,18,1,100.0,6,12,0,1,52.2,35,32,30,28
2017-2018-regular,NSH,NSH,8,6,40.0,8,16,3,0,60.7,34,22,30,19
2017-2018-regular,NSH,NSH,8,4,87.5,12,35,1,0,53.8,28,24,20,39
2017-2018-regular,NSH,NSH,21,3,75.0,4,8,1,1,45.3,29,35,30,19
2017-2018-regular,NSH,NSH,7,3,80.0,7,28,1,1,49.3,34,35,31,14
2017-2018-regular,NSH,NSH,11,1,100.0,4,8,0,1,55.7,34,27,29,19
2017-2018-regular,NSH,NSH,23,4,100.0,5,10,0,1,50.0,33,33,28,24
2017-2018-regular,NSH,NSH,19,3,66.7,3,6,1,1,55.9,38,30,31,18
2017-2018-regular,NSH,NSH,14,6,60.0,5,10,2,0,49.4,41,42,30,13
2017-2018-regular,NSH,NSH,18,2,100.0,8,27,0,1,56.5,35,27,24,11
2017-2018-regular,NSH,NSH,12,3,50.0,3,9,1,1,53.6,45,39,29,13
2017-2018-regular,NSH,NSH,12,2,100.0,6,12,0,1,59.4,38,26,33,24
2017-2018-regular,NSH,NSH,12,0,100.0,3,6,0,1,53.2,33,29,28,27
2017-2018-regular,NSH,NSH,21,3,75.0,4,8,1,0,49.3,33,34,35,37
2017-2018-regular,NSH,NSH,15,2,100.0,3,6,0,1,54.9,39,32,31,23
2017-2018-regular,NSH,NSH,14,5,75.0,4,8,1,0,57.9,33,24,32,19
2017-2018-regular,NSH,NSH,7,2,50.0,5,13,1,1,52.2,35,32,35,27
2017-2018-regular,NSH,NSH,22,3,66.7,4,8,1,1,54.3,38,32,25,15
2017-2018-regular,NSH,NSH,18,2,100.0,5,16,0,1,42.6,23,31,32,27
2017-2018-regular,NSH,NSH,15,3,75.0,5,10,1,0,54.8,40,33,44,16
2017-2018-regular,NSH,NSH,10,1,80.0,7,30,1,1,56.7,38,29,48,9
2017-2018-regular,NSH,NSH,29,0,100.0,4,8,0,1,55.2,32,26,23,21
2017-2018-regular,NSH,NSH,19,0,100.0,7,20,0,1,47.3,26,29,28,7
2017-2018-regular,NSH,NSH,10,6,75.0,6,12,1,0,46.4,32,37,34,26
2017-2018-regular,NSH,NSH,6,4,71.4,7,22,2,0,63.8,37,21,29,20
2017-2018-regular,NSH,NSH,17,3,75.0,4,8,1,0,39.1,27,42,32,22
2017-2018-regular,NSH,NSH,16,1,100.0,3,9,0,1,47.9,23,25,26,21
2017-2018-regular,NSH,NSH,11,4,80.0,6,15,1,0,56.7,38,29,43,24
2017-2018-regular,NSH,NSH,12,0,100.0,3,6,0,1,46.2,24,28,29,17
2017-2018-regular,NSH,NSH,13,3,0.0,1,2,1,0,55.4,36,29,29,23
2017-2018-regular,NSH,NSH,16,3,50.0,2,4,1,0,47.2,25,28,39,18
2017-2018-regular,NSH,NSH,13,3,75.0,5,10,1,1,51.7,31,29,20,24
2017-2018-regular,NSH,NSH,14,1,100.0,1,2,0,1,37.5,18,30,24,14
2017-2018-regular,NSH,NSH,23,0,100.0,4,8,0,1,45.2,28,34,27,19
2017-2018-regular,NSH,NSH,12,2,100.0,2,4,0,1,59.5,44,30,39,20
2017-2018-regular,NSH,NSH,16,3,0.0,3,12,1,1,50.0,29,29,29,9
2017-2018-regular,NSH,NSH,17,4,100.0,2,4,0,0,60.0,39,26,33,21
2017-2018-regular,NSH,NSH,14,0,100.0,2,4,0,1,60.4,32,21,27,36
2017-2018-regular,NSH,NSH,16,2,100.0,3,9,0,0,56.9,33,25,43,18
2017-2018-regular,NSH,NSH,19,0,100.0,2,4,0,1,49.2,30,31,36,11
2017-2018-regular,NSH,NSH,14,2,33.3,5,13,2,1,56.1,37,29,28,26
2017-2018-regular,NSH,NSH,12,4,75.0,5,10,1,1,50.0,31,31,47,19
2017-2018-regular,NSH,NSH,11,2,100.0,2,4,0,0,60.3,44,29,46,23
2017-2018-regular,NSH,NSH,11,4,100.0,3,9,0,0,55.8,24,19,38,28
2017-2018-regular,NSH,NSH,22,2,100.0,4,8,0,1,53.6,37,32,32,22
2017-2018-regular,NSH,NSH,10,3,66.7,3,6,1,1,56.7,38,29,33,18
2017-2018-regular,NSH,NSH,11,4,0.0,4,8,2,0,57.1,40,30,32,17
2017-2018-regular,NSH,NSH,8,3,100.0,3,6,0,0,54.7,35,29,32,13
2017-2018-regular,NSH,NSH,13,2,66.7,3,6,1,1,53.5,38,33,41,15
2017-2018-regular,NSH,NSH,18,2,100.0,4,16,0,1,55.9,33,26,29,25
2017-2018-regular,NSH,NSH,16,1,100.0,5,10,0,1,46.4,32,37,45,20
2017-2018-regular,NSH,NSH,11,0,100.0,5,10,0,1,48.9,23,24,39,19
2017-2018-regular,NSH,NSH,11,5,50.0,3,6,1,1,43.1,25,33,32,14
