Season,Team,Team Name,Blocked Shots,Goals Against,Penalty Kill Percent,Penalties,Penalty Minutes,Penalty Kill Goals Allowed,Win,Faceoff Percent,Faceoff Wins,Faceoff Losses,Shots,Hits
2017-2018-regular,EDM,EDM,16,2,100.0,7,17,0,1,36.8,21,36,30,14
2017-2018-regular,EDM,EDM,17,2,66.7,3,6,1,1,34.5,20,38,35,36
2017-2018-regular,EDM,EDM,8,5,25.0,4,8,3,0,58.0,40,29,33,43
2017-2018-regular,EDM,EDM,18,3,100.0,10,55,0,1,56.4,44,34,37,23
2017-2018-regular,EDM,EDM,20,4,0.0,1,2,1,0,51.0,26,25,32,30
2017-2018-regular,EDM,EDM,19,2,66.7,4,8,1,1,48.3,28,30,35,32
2017-2018-regular,EDM,EDM,24,5,66.7,4,11,1,0,62.7,37,22,27,28
2017-2018-regular,EDM,EDM,9,3,100.0,3,9,0,0,48.2,27,29,32,18
2017-2018-regular,EDM,EDM,20,6,100.0,1,2,0,0,40.7,24,35,31,28
2017-2018-regular,EDM,EDM,12,7,25.0,4,8,3,0,57.1,40,30,32,36
2017-2018-regular,EDM,EDM,21,4,50.0,3,9,1,0,62.7,37,22,29,18
2017-2018-regular,EDM,EDM,20,1,100.0,4,8,0,0,51.8,29,27,40,25
2017-2018-regular,EDM,EDM,10,2,100.0,3,6,0,1,53.4,31,27,40,18
2017-2018-regular,EDM,EDM,16,3,100.0,4,8,0,0,34.4,21,40,20,38
2017-2018-regular,EDM,EDM,19,2,100.0,1,2,0,1,52.2,24,22,46,43
2017-2018-regular,EDM,EDM,16,3,100.0,3,6,0,1,38.3,23,37,25,23
2017-2018-regular,EDM,EDM,8,5,66.7,3,6,1,1,52.2,35,32,42,26
2017-2018-regular,EDM,EDM,18,5,100.0,4,8,0,0,48.3,29,31,26,25
2017-2018-regular,EDM,EDM,21,4,100.0,3,6,0,0,34.4,21,40,36,21
2017-2018-regular,EDM,EDM,17,3,66.7,3,6,1,0,36.1,22,39,37,29
2017-2018-regular,EDM,EDM,15,3,100.0,5,10,0,1,54.1,33,28,36,33
2017-2018-regular,EDM,EDM,18,1,100.0,2,7,0,1,38.8,26,41,36,33
2017-2018-regular,EDM,EDM,20,1,100.0,4,8,0,1,51.0,26,25,28,43
2017-2018-regular,EDM,EDM,16,1,100.0,3,9,0,0,44.7,21,26,28,16
2017-2018-regular,EDM,EDM,12,4,75.0,3,8,1,0,48.5,32,34,28,23
2017-2018-regular,EDM,EDM,9,2,100.0,8,19,0,1,54.0,34,29,36,16
2017-2018-regular,EDM,EDM,14,3,75.0,4,8,1,0,44.2,23,29,30,15
2017-2018-regular,EDM,EDM,9,3,50.0,2,4,1,1,39.6,19,29,30,19
2017-2018-regular,EDM,EDM,15,2,50.0,2,4,1,1,45.3,29,35,38,17
2017-2018-regular,EDM,EDM,20,2,100.0,1,2,0,1,40.0,16,24,27,26
2017-2018-regular,EDM,EDM,19,5,100.0,2,4,0,0,47.4,27,30,32,26
2017-2018-regular,EDM,EDM,20,7,100.0,3,6,0,0,46.8,29,33,25,34
2017-2018-regular,EDM,EDM,6,2,100.0,1,2,0,0,60.8,31,20,36,16
2017-2018-regular,EDM,EDM,9,3,100.0,8,22,0,0,46.0,23,27,36,14
2017-2018-regular,EDM,EDM,12,3,100.0,2,4,0,0,45.5,25,30,22,18
2017-2018-regular,EDM,EDM,7,3,100.0,2,4,0,1,47.2,25,28,33,18
2017-2018-regular,EDM,EDM,16,2,100.0,4,8,0,1,53.6,37,32,33,12
2017-2018-regular,VAN,VAN,15,2,80.0,6,15,1,1,55.0,33,27,26,16
2017-2018-regular,VAN,VAN,8,2,100.0,3,8,0,0,56.5,35,27,28,12
2017-2018-regular,VAN,VAN,9,4,100.0,2,4,0,0,54.7,35,29,32,18
2017-2018-regular,VAN,VAN,13,5,80.0,7,14,1,0,56.7,34,26,29,9
2017-2018-regular,VAN,VAN,16,0,100.0,6,23,0,1,44.1,26,33,24,18
2017-2018-regular,VAN,VAN,11,6,20.0,9,43,4,0,50.0,32,32,29,22
2017-2018-regular,VAN,VAN,10,2,100.0,4,8,0,1,50.0,33,33,41,7
2017-2018-regular,VAN,VAN,12,1,100.0,1,2,0,1,50.0,28,28,37,20
2017-2018-regular,VAN,VAN,14,0,100.0,4,8,0,1,49.2,32,33,25,15
2017-2018-regular,VAN,VAN,11,2,100.0,4,11,0,1,55.9,38,30,30,16
2017-2018-regular,VAN,VAN,6,2,80.0,5,10,1,0,59.4,38,26,39,18
2017-2018-regular,VAN,VAN,9,2,100.0,1,2,0,0,42.9,24,32,37,13
2017-2018-regular,VAN,VAN,7,2,75.0,4,8,1,1,50.0,32,32,21,30
2017-2018-regular,VAN,VAN,9,3,50.0,3,6,1,0,49.3,34,35,28,19
2017-2018-regular,VAN,VAN,17,3,50.0,4,8,2,1,56.6,30,23,21,8
2017-2018-regular,VAN,VAN,15,4,57.1,8,27,3,0,47.5,29,32,20,11
2017-2018-regular,VAN,VAN,15,5,100.0,4,8,0,0,47.5,29,32,41,22
2017-2018-regular,VAN,VAN,10,2,80.0,6,15,1,1,50.7,34,33,26,20
2017-2018-regular,VAN,VAN,11,5,0.0,0,0,0,0,50.7,35,34,21,25
2017-2018-regular,VAN,VAN,18,4,100.0,4,8,0,0,52.6,30,27,23,14
2017-2018-regular,VAN,VAN,27,2,100.0,2,4,0,1,39.4,28,43,36,18
2017-2018-regular,VAN,VAN,14,2,60.0,5,10,2,1,51.6,33,31,37,13
2017-2018-regular,VAN,VAN,7,3,66.7,3,6,1,0,45.8,22,26,25,27
2017-2018-regular,VAN,VAN,16,3,100.0,2,4,0,0,44.7,21,26,32,22
2017-2018-regular,VAN,VAN,9,5,100.0,3,6,0,0,44.3,27,34,25,21
2017-2018-regular,VAN,VAN,12,3,75.0,4,8,1,1,42.1,24,33,32,15
2017-2018-regular,VAN,VAN,19,1,100.0,2,4,0,1,41.4,24,34,26,16
2017-2018-regular,VAN,VAN,15,0,100.0,2,4,0,1,39.6,21,32,22,18
2017-2018-regular,VAN,VAN,5,4,66.7,6,12,2,0,52.5,32,29,37,18
2017-2018-regular,VAN,VAN,11,4,100.0,4,8,0,0,48.3,29,31,24,13
2017-2018-regular,VAN,VAN,12,5,66.7,3,6,1,0,38.5,20,32,26,16
2017-2018-regular,VAN,VAN,16,7,66.7,6,20,1,0,43.3,29,38,26,17
2017-2018-regular,VAN,VAN,16,3,75.0,4,8,1,1,42.0,21,29,40,21
2017-2018-regular,VAN,VAN,17,6,80.0,7,14,1,0,46.7,28,32,17,23
2017-2018-regular,VAN,VAN,11,7,33.3,3,6,2,0,45.8,33,39,39,27
2017-2018-regular,VAN,VAN,15,5,25.0,6,15,3,0,48.3,28,30,40,27
2017-2018-regular,VAN,VAN,13,3,100.0,2,4,0,0,44.1,30,38,31,23
2017-2018-regular,VAN,VAN,15,2,80.0,6,12,1,1,43.5,27,35,31,22
2017-2018-regular,VAN,VAN,19,4,50.0,2,4,1,0,45.2,28,34,25,19
2017-2018-regular,VAN,VAN,10,5,100.0,3,9,0,0,50.7,35,34,31,23
2017-2018-regular,VAN,VAN,21,2,100.0,4,8,0,0,36.6,26,45,36,37
2017-2018-regular,VAN,VAN,24,5,66.7,3,6,1,0,49.2,30,31,36,31
2017-2018-regular,VAN,VAN,10,3,100.0,3,9,0,0,45.9,28,33,38,21
2017-2018-regular,VAN,VAN,19,2,50.0,2,4,1,1,60.7,37,24,29,24
2017-2018-regular,VAN,VAN,9,2,0.0,1,2,1,1,45.3,24,29,25,16
2017-2018-regular,VAN,VAN,14,5,100.0,3,6,0,0,65.5,38,20,27,24
2017-2018-regular,VAN,VAN,14,1,100.0,2,4,0,0,46.9,30,34,29,16
2017-2018-regular,VAN,VAN,17,2,80.0,5,10,1,1,63.0,46,27,35,16
2017-2018-regular,VAN,VAN,9,4,66.7,4,8,1,0,41.1,23,33,30,15
2017-2018-regular,VAN,VAN,11,3,75.0,5,10,1,1,60.9,28,18,26,14
2017-2018-regular,VAN,VAN,19,2,100.0,4,8,0,1,43.8,21,27,21,20
2017-2018-regular,VAN,VAN,7,4,100.0,5,10,0,0,41.4,24,34,33,20
2017-2018-regular,VAN,VAN,16,3,75.0,4,8,1,0,50.0,29,29,27,22
2017-2018-regular,VAN,VAN,12,5,33.3,3,6,2,0,56.1,32,25,29,23
2017-2018-regular,VAN,VAN,24,4,100.0,5,13,0,0,42.9,24,32,22,28
2017-2018-regular,VAN,VAN,20,0,100.0,1,2,0,1,41.1,30,43,41,25
2017-2018-regular,VAN,VAN,17,4,75.0,4,8,1,0,49.2,30,31,37,14
2017-2018-regular,VAN,VAN,14,4,100.0,3,6,0,0,57.4,31,23,44,32
2017-2018-regular,VAN,VAN,18,1,100.0,6,15,0,1,42.3,22,30,23,28
2017-2018-regular,VAN,VAN,11,5,16.7,6,12,5,0,58.2,39,28,28,32
2017-2018-regular,VAN,VAN,15,6,50.0,2,4,1,0,43.9,25,32,33,23
2017-2018-regular,VAN,VAN,18,1,83.3,6,12,1,1,57.1,32,24,27,21
2017-2018-regular,VAN,VAN,16,3,80.0,5,10,1,0,61.7,37,23,32,17
2017-2018-regular,VAN,VAN,8,6,100.0,2,4,0,0,58.5,38,27,55,14
2017-2018-regular,VAN,VAN,18,4,100.0,3,6,0,0,44.8,30,37,27,32
2017-2018-regular,VAN,VAN,13,3,75.0,4,8,1,1,56.4,31,24,23,22
2017-2018-regular,VAN,VAN,19,2,66.7,3,6,1,0,50.0,24,24,17,35
2017-2018-regular,VAN,VAN,9,5,100.0,2,4,0,0,53.6,30,26,32,34
2017-2018-regular,VAN,VAN,23,1,50.0,2,4,1,0,60.0,33,22,27,34
2017-2018-regular,VAN,VAN,15,3,100.0,4,8,0,0,42.6,23,31,35,33
2017-2018-regular,VAN,VAN,10,3,83.3,6,22,1,0,47.3,26,29,32,25
2017-2018-regular,VAN,VAN,10,5,75.0,4,8,1,0,50.0,36,36,31,40
2017-2018-regular,VAN,VAN,13,4,100.0,3,6,0,0,63.3,31,18,30,43
2017-2018-regular,VAN,VAN,15,2,100.0,6,23,0,1,50.9,27,26,27,23
2017-2018-regular,VAN,VAN,17,4,100.0,3,6,0,0,44.8,26,32,20,17
2017-2018-regular,VAN,VAN,13,1,100.0,3,6,0,1,54.7,29,24,27,16
2017-2018-regular,VAN,VAN,17,1,100.0,2,4,0,1,47.1,24,27,30,24
2017-2018-regular,VAN,VAN,13,1,100.0,2,4,0,1,39.2,20,31,30,22
2017-2018-regular,VAN,VAN,20,4,33.3,3,6,2,1,41.8,28,39,29,25
2017-2018-regular,VAN,VAN,16,4,75.0,4,8,1,0,62.9,39,23,25,16
2017-2018-regular,VAN,VAN,18,3,100.0,2,4,0,1,60.0,33,22,40,20
2017-2018-regular,VAN,VAN,15,2,50.0,2,4,1,0,46.4,32,37,38,19
2017-2018-regular,NYR,NYR,9,4,83.3,6,12,1,0,63.6,35,20,39,23
2017-2018-regular,NYR,NYR,18,8,50.0,6,12,3,0,40.3,31,46,35,20
2017-2018-regular,NYR,NYR,17,0,100.0,1,2,0,1,56.9,29,22,25,24
2017-2018-regular,NYR,NYR,10,3,75.0,4,8,1,0,55.2,32,26,33,34
2017-2018-regular,NYR,NYR,14,3,100.0,4,8,0,0,46.8,29,33,38,13
2017-2018-regular,NYR,NYR,11,3,83.3,6,12,1,0,57.1,36,27,31,34
2017-2018-regular,NYR,NYR,11,5,66.7,5,10,1,0,50.8,30,29,32,25
2017-2018-regular,NYR,NYR,14,3,66.7,3,6,1,0,45.9,28,33,41,29
2017-2018-regular,NYR,NYR,18,2,100.0,6,12,0,1,52.1,25,23,15,25
2017-2018-regular,NYR,NYR,7,4,100.0,1,2,0,0,54.5,30,25,34,12
2017-2018-regular,NYR,NYR,13,2,66.7,4,13,1,1,60.0,36,24,30,9
2017-2018-regular,NYR,NYR,14,5,83.3,6,14,1,0,41.7,30,42,26,32
2017-2018-regular,NYR,NYR,13,4,100.0,3,6,0,1,58.5,38,27,38,16
2017-2018-regular,NYR,NYR,15,1,100.0,5,16,0,1,53.8,35,30,35,18
2017-2018-regular,NYR,NYR,16,4,100.0,2,4,0,1,45.3,29,35,44,11
2017-2018-regular,NYR,NYR,16,3,100.0,1,2,0,1,43.9,25,32,26,14
2017-2018-regular,NYR,NYR,21,2,100.0,4,8,0,1,50.0,27,27,33,23
2017-2018-regular,NYR,NYR,11,2,50.0,2,4,1,1,46.8,29,33,34,18
2017-2018-regular,NYR,NYR,10,6,80.0,5,10,1,0,49.2,32,33,28,23
2017-2018-regular,NYR,NYR,11,2,66.7,3,6,1,0,41.1,23,33,36,20
2017-2018-regular,NYR,NYR,27,0,100.0,4,19,0,1,48.0,24,26,27,23
2017-2018-regular,NYR,NYR,18,1,80.0,5,10,1,1,46.6,27,31,27,17
2017-2018-regular,NYR,NYR,15,1,75.0,4,8,1,1,54.5,42,35,31,17
2017-2018-regular,NYR,NYR,20,3,100.0,1,2,0,1,55.3,26,21,20,15
2017-2018-regular,NYR,NYR,12,5,50.0,3,6,1,0,47.5,29,32,37,13
2017-2018-regular,NYR,NYR,15,1,100.0,2,4,0,1,50.0,25,25,26,22
2017-2018-regular,NYR,NYR,17,3,66.7,3,6,1,1,43.6,24,31,29,16
2017-2018-regular,NYR,NYR,16,4,100.0,4,8,0,0,37.0,20,34,29,20
2017-2018-regular,NYR,NYR,18,2,100.0,4,8,0,1,37.9,22,36,39,20
2017-2018-regular,NYR,NYR,27,1,100.0,3,6,0,0,54.5,30,25,25,30
2017-2018-regular,NYR,NYR,9,3,100.0,2,4,0,0,53.2,25,22,29,22
2017-2018-regular,NYR,NYR,25,2,100.0,1,2,0,1,53.1,26,23,28,23
2017-2018-regular,NYR,NYR,16,2,85.7,7,14,1,1,38.5,25,40,28,24
2017-2018-regular,NYR,NYR,16,1,100.0,2,4,0,1,50.0,25,25,32,12
2017-2018-regular,NYR,NYR,14,3,75.0,4,8,1,0,57.4,31,23,28,23
2017-2018-regular,NYR,NYR,16,3,83.3,8,16,1,0,65.8,48,25,32,11
2017-2018-regular,NYR,NYR,19,0,100.0,2,4,0,1,62.7,32,19,37,20
2017-2018-regular,NYR,NYR,8,2,100.0,5,10,0,0,52.0,39,36,38,15
2017-2018-regular,NYR,NYR,10,2,80.0,5,10,1,1,44.6,29,36,42,27
2017-2018-regular,NYR,NYR,22,5,100.0,1,2,0,0,46.8,29,33,25,27
2017-2018-regular,NYR,NYR,14,1,50.0,2,4,1,1,56.0,28,22,25,25
2017-2018-regular,NYR,NYR,24,2,100.0,1,2,0,0,54.0,34,29,29,8
2017-2018-regular,NYR,NYR,14,7,100.0,2,4,0,0,53.1,34,30,39,28
2017-2018-regular,NYR,NYR,11,5,100.0,4,11,0,0,48.3,29,31,28,35
2017-2018-regular,NYR,NYR,13,1,100.0,3,6,0,1,47.3,26,29,29,30
2017-2018-regular,NYR,NYR,19,3,50.0,6,12,2,1,46.9,30,34,34,22
2017-2018-regular,NYR,NYR,20,3,100.0,1,2,0,0,62.7,32,19,28,24
2017-2018-regular,NYR,NYR,16,4,0.0,5,21,3,0,49.1,26,27,23,20
2017-2018-regular,NYR,NYR,9,6,66.7,6,12,2,0,39.7,25,38,44,31
2017-2018-regular,NYR,NYR,11,5,100.0,1,2,0,1,50.0,29,29,29,13
2017-2018-regular,NYR,NYR,20,4,100.0,1,2,0,0,60.0,27,18,25,23
2017-2018-regular,NYR,NYR,10,5,80.0,7,17,1,0,43.9,29,37,22,28
2017-2018-regular,NYR,NYR,28,2,80.0,5,10,1,0,41.2,21,30,32,30
2017-2018-regular,NYR,NYR,11,6,100.0,4,14,0,0,63.3,31,18,22,22
2017-2018-regular,NYR,NYR,19,3,83.3,6,12,1,1,55.9,33,26,36,22
2017-2018-regular,NYR,NYR,19,1,100.0,5,13,0,1,50.0,28,28,28,19
2017-2018-regular,NYR,NYR,10,3,100.0,2,4,0,0,40.7,22,32,34,17
2017-2018-regular,NYR,NYR,12,3,50.0,2,4,1,0,55.2,32,26,50,23
2017-2018-regular,NYR,NYR,15,6,100.0,2,4,0,0,57.9,33,24,38,22
2017-2018-regular,NYR,NYR,16,7,100.0,4,17,0,0,42.4,28,38,40,28
2017-2018-regular,NYR,NYR,24,3,100.0,5,10,0,0,50.9,29,28,32,23
2017-2018-regular,NYR,NYR,9,4,0.0,1,2,1,0,44.2,19,24,23,26
2017-2018-regular,NYR,NYR,15,3,100.0,6,12,0,0,52.9,36,32,38,17
2017-2018-regular,NYR,NYR,15,5,66.7,3,6,1,1,41.5,27,38,27,25
2017-2018-regular,NYR,NYR,16,1,100.0,4,11,0,1,50.7,34,33,27,13
2017-2018-regular,NYR,NYR,13,2,100.0,2,4,0,1,63.9,39,22,34,22
2017-2018-regular,NYR,NYR,18,3,0.0,2,7,0,0,44.6,25,31,31,18
2017-2018-regular,NYR,NYR,16,5,100.0,4,8,0,0,40.0,28,42,30,22
2017-2018-regular,NYR,NYR,8,3,50.0,3,9,1,0,42.2,27,37,37,15
2017-2018-regular,NYR,NYR,30,3,66.7,3,6,1,1,40.0,30,45,23,15
2017-2018-regular,NYR,NYR,11,3,100.0,11,86,0,1,50.0,28,28,33,20
2017-2018-regular,NYR,NYR,15,4,66.7,4,11,1,0,47.7,31,34,20,20
2017-2018-regular,NYR,NYR,12,5,100.0,3,6,0,0,44.6,25,31,32,13
2017-2018-regular,NYR,NYR,10,4,100.0,3,6,0,0,50.0,28,28,36,19
2017-2018-regular,NYR,NYR,7,1,66.7,5,13,1,1,43.9,25,32,23,16
2017-2018-regular,NYR,NYR,9,4,66.7,3,6,1,0,49.1,26,27,30,17
2017-2018-regular,NYR,NYR,15,3,100.0,5,18,0,0,46.8,29,33,37,21
2017-2018-regular,NYR,NYR,9,7,50.0,7,17,2,0,43.1,31,41,31,17
2017-2018-regular,NYR,NYR,20,1,100.0,3,6,0,1,37.9,25,41,20,23
2017-2018-regular,NYR,NYR,12,5,40.0,6,20,3,0,41.9,26,36,24,23
2017-2018-regular,NYR,NYR,10,2,100.0,2,4,0,0,50.0,23,23,35,14
2017-2018-regular,NYR,NYR,14,5,50.0,3,6,1,0,53.7,29,25,17,25
2017-2018-regular,BUF,BUF,15,2,100.0,4,8,0,0,50.0,39,39,45,20
2017-2018-regular,BUF,BUF,11,6,100.0,4,8,0,0,47.5,28,31,29,23
2017-2018-regular,BUF,BUF,10,6,100.0,5,13,0,0,49.1,27,28,25,24
2017-2018-regular,BUF,BUF,16,3,66.7,3,6,1,0,47.1,32,36,25,27
2017-2018-regular,BUF,BUF,15,4,0.0,3,6,3,0,56.4,31,24,25,25
2017-2018-regular,BUF,BUF,15,1,100.0,4,8,0,1,48.3,29,31,31,17
2017-2018-regular,BUF,BUF,18,5,80.0,5,10,1,0,51.6,33,31,34,16
2017-2018-regular,BUF,BUF,13,4,100.0,4,8,0,0,50.0,33,33,22,17
2017-2018-regular,BUF,BUF,15,4,66.7,3,6,1,1,44.6,29,36,42,31
2017-2018-regular,BUF,BUF,8,0,100.0,3,6,0,1,54.5,36,30,32,28
2017-2018-regular,BUF,BUF,10,5,50.0,2,4,1,0,54.1,40,34,35,21
2017-2018-regular,BUF,BUF,10,3,100.0,3,6,0,0,51.6,32,30,33,16
2017-2018-regular,BUF,BUF,18,4,100.0,2,4,0,1,50.9,27,26,31,19
2017-2018-regular,BUF,BUF,18,5,0.0,2,4,1,0,54.9,28,23,28,23
2017-2018-regular,BUF,BUF,12,1,100.0,2,7,0,1,51.7,31,29,32,19
2017-2018-regular,BUF,BUF,15,4,100.0,6,15,0,0,59.6,31,21,25,23
2017-2018-regular,BUF,BUF,12,2,0.0,2,7,1,0,38.9,21,33,35,32
2017-2018-regular,BUF,BUF,20,5,80.0,7,14,1,0,38.8,26,41,32,28
2017-2018-regular,BUF,BUF,6,3,100.0,5,10,0,0,52.9,27,24,20,15
2017-2018-regular,BUF,BUF,15,3,100.0,4,8,0,0,50.0,28,28,25,30
2017-2018-regular,BUF,BUF,6,3,100.0,2,4,0,0,67.9,36,17,32,15
2017-2018-regular,BUF,BUF,7,5,33.3,3,6,2,0,45.5,25,30,34,18
2017-2018-regular,BUF,BUF,22,1,100.0,3,6,0,1,58.7,44,31,31,20
2017-2018-regular,BUF,BUF,15,3,50.0,2,4,1,0,56.7,34,26,36,26
2017-2018-regular,BUF,BUF,9,2,66.7,3,6,1,0,55.6,35,28,34,23
2017-2018-regular,BUF,BUF,10,4,100.0,2,4,0,0,49.1,28,29,34,29
2017-2018-regular,BUF,BUF,14,5,83.3,8,19,1,0,47.5,29,32,33,33
2017-2018-regular,BUF,BUF,22,2,66.7,7,14,2,1,53.2,33,29,35,21
2017-2018-regular,BUF,BUF,31,3,75.0,4,8,1,0,50.0,28,28,27,30
2017-2018-regular,BUF,BUF,18,3,100.0,5,18,0,0,52.4,33,30,24,32
2017-2018-regular,BUF,BUF,26,2,100.0,3,6,0,1,39.1,18,28,25,21
2017-2018-regular,BUF,BUF,12,2,100.0,2,4,0,0,45.5,25,30,20,31
2017-2018-regular,BUF,BUF,7,5,100.0,3,6,0,0,61.5,40,25,41,19
2017-2018-regular,BUF,BUF,17,3,100.0,3,9,0,0,62.1,36,22,36,25
2017-2018-regular,BUF,BUF,14,2,80.0,5,10,1,1,52.3,34,31,36,21
2017-2018-regular,BUF,BUF,13,4,75.0,5,10,1,0,25.0,15,45,22,24
2017-2018-regular,BUF,BUF,12,3,100.0,2,4,0,0,57.9,33,24,37,18
2017-2018-regular,BUF,BUF,9,3,50.0,2,4,1,1,61.3,38,24,29,36
2017-2018-regular,BUF,BUF,11,3,66.7,3,6,1,0,55.4,36,29,33,32
2017-2018-regular,BUF,BUF,13,6,50.0,4,27,1,0,52.3,23,21,31,20
2017-2018-regular,BUF,BUF,13,4,50.0,4,8,2,0,46.2,30,35,29,18
2017-2018-regular,BUF,BUF,11,4,66.7,4,8,1,0,51.5,34,32,31,25
2017-2018-regular,BUF,BUF,7,7,33.3,5,18,2,0,40.3,25,37,34,16
2017-2018-regular,BUF,BUF,14,1,0.0,2,4,1,1,59.4,41,28,29,14
2017-2018-regular,BUF,BUF,14,4,100.0,4,8,0,0,53.1,34,30,37,30
2017-2018-regular,BUF,BUF,10,7,50.0,4,11,1,0,49.1,28,29,27,12
2017-2018-regular,BUF,BUF,19,1,66.7,4,11,1,1,51.1,24,23,33,14
2017-2018-regular,BUF,BUF,20,0,100.0,2,4,0,1,42.0,29,40,34,23
2017-2018-regular,BUF,BUF,15,0,100.0,3,6,0,1,58.9,33,23,26,17
2017-2018-regular,BUF,BUF,10,3,0.0,0,0,0,0,54.2,26,22,28,20
2017-2018-regular,BUF,BUF,5,4,75.0,11,47,2,0,43.5,27,35,32,21
2017-2018-regular,BUF,BUF,12,1,100.0,1,2,0,0,54.4,37,31,27,16
2017-2018-regular,BUF,BUF,14,4,66.7,4,8,1,0,56.2,36,28,33,17
2017-2018-regular,BUF,BUF,7,3,66.7,3,6,1,1,60.0,24,16,22,23
2017-2018-regular,BUF,BUF,20,2,100.0,4,8,0,1,48.4,31,33,28,33
2017-2018-regular,BUF,BUF,10,5,80.0,6,12,1,0,64.9,37,20,32,8
2017-2018-regular,BUF,BUF,8,3,80.0,5,10,1,1,50.7,37,36,33,18
2017-2018-regular,BUF,BUF,22,3,100.0,5,10,0,0,44.6,25,31,25,32
2017-2018-regular,BUF,BUF,16,4,100.0,3,6,0,0,49.1,27,28,35,19
2017-2018-regular,BUF,BUF,9,3,100.0,1,2,0,0,48.5,33,35,34,21
2017-2018-regular,BUF,BUF,23,2,66.7,3,6,1,1,43.5,27,35,30,23
2017-2018-regular,BUF,BUF,18,5,0.0,1,2,1,0,50.0,31,31,29,15
2017-2018-regular,BUF,BUF,16,1,100.0,4,8,0,1,56.2,36,28,24,14
2017-2018-regular,BUF,BUF,16,1,100.0,1,2,0,1,50.0,25,25,34,16
2017-2018-regular,BUF,BUF,4,4,100.0,8,30,0,0,50.0,31,31,25,14
2017-2018-regular,BUF,BUF,13,3,0.0,3,9,2,1,56.9,37,28,24,20
2017-2018-regular,BUF,BUF,10,5,50.0,3,6,1,0,62.3,33,20,26,18
2017-2018-regular,BUF,BUF,9,3,100.0,4,8,0,1,57.4,31,23,34,27
2017-2018-regular,BUF,BUF,15,1,100.0,2,4,0,0,67.8,40,19,32,13
2017-2018-regular,BUF,BUF,9,5,66.7,4,11,1,0,51.7,30,28,40,18
2017-2018-regular,BUF,BUF,11,3,100.0,2,4,0,1,56.7,38,29,32,16
2017-2018-regular,BUF,BUF,12,4,0.0,0,0,0,0,47.3,26,29,35,25
2017-2018-regular,BUF,BUF,12,4,33.3,4,8,2,0,60.6,43,28,30,19
2017-2018-regular,BUF,BUF,6,3,100.0,2,4,0,0,50.0,28,28,35,28
2017-2018-regular,BUF,BUF,10,5,33.3,4,11,2,0,56.1,32,25,44,19
2017-2018-regular,BUF,BUF,19,2,0.0,1,2,1,1,45.8,22,26,27,29
2017-2018-regular,BUF,BUF,13,6,100.0,5,10,0,0,53.5,38,33,32,16
2017-2018-regular,BUF,BUF,10,4,75.0,4,8,1,1,38.7,24,38,36,12
2017-2018-regular,BUF,BUF,12,5,33.3,3,6,2,0,43.5,27,35,34,23
2017-2018-regular,BUF,BUF,5,4,100.0,1,2,0,0,52.6,30,27,34,18
2017-2018-regular,BUF,BUF,11,7,100.0,3,6,0,0,48.2,27,29,32,28
2017-2018-regular,BUF,BUF,12,4,66.7,3,6,1,0,50.0,34,34,41,11
2017-2018-regular,DET,DET,11,2,100.0,4,8,0,1,45.6,26,31,31,13
2017-2018-regular,DET,DET,13,1,100.0,7,14,0,1,44.6,29,36,30,25
2017-2018-regular,DET,DET,18,4,66.7,4,8,1,0,42.0,34,47,25,19
2017-2018-regular,DET,DET,17,2,83.3,7,17,1,1,42.7,32,43,33,26
2017-2018-regular,DET,DET,10,3,100.0,5,13,0,1,58.5,31,22,27,17
2017-2018-regular,DET,DET,6,3,80.0,5,10,1,0,56.7,34,26,31,15
2017-2018-regular,DET,DET,4,6,50.0,3,6,1,0,40.0,24,36,33,30
2017-2018-regular,DET,DET,17,4,60.0,5,10,2,0,45.0,27,33,37,21
2017-2018-regular,DET,DET,10,4,100.0,2,4,0,0,50.0,28,28,21,18
2017-2018-regular,DET,DET,6,1,100.0,5,10,0,0,45.5,30,36,32,19
2017-2018-regular,DET,DET,14,3,66.7,7,14,2,0,51.0,25,24,31,22
2017-2018-regular,DET,DET,13,2,83.3,7,17,1,1,45.1,37,45,38,18
2017-2018-regular,DET,DET,13,3,100.0,2,4,0,1,53.0,35,31,40,19
2017-2018-regular,DET,DET,9,3,50.0,3,6,1,0,53.2,33,29,25,24
2017-2018-regular,DET,DET,20,0,100.0,2,4,0,1,41.5,27,38,35,19
2017-2018-regular,DET,DET,19,2,100.0,3,6,0,1,50.7,35,34,30,12
2017-2018-regular,DET,DET,10,6,100.0,3,9,0,0,56.2,36,28,42,12
2017-2018-regular,DET,DET,10,1,100.0,2,4,0,0,52.3,23,21,33,18
2017-2018-regular,DET,DET,16,2,80.0,13,64,1,1,57.7,30,22,27,11
2017-2018-regular,DET,DET,11,1,100.0,2,4,0,1,47.1,24,27,33,12
2017-2018-regular,DET,DET,14,4,83.3,6,12,1,0,63.6,42,24,24,18
2017-2018-regular,DET,DET,10,6,100.0,1,2,0,0,50.8,30,29,22,16
2017-2018-regular,DET,DET,23,2,100.0,2,4,0,0,45.5,35,42,41,16
2017-2018-regular,DET,DET,9,4,66.7,3,6,1,0,51.5,34,32,34,25
2017-2018-regular,DET,DET,7,4,75.0,4,8,1,0,55.6,30,24,24,17
2017-2018-regular,DET,DET,13,6,50.0,4,8,2,0,48.4,31,33,31,16
2017-2018-regular,DET,DET,15,10,50.0,3,6,1,0,49.2,30,31,23,36
